FILE,FWHM_MEAN,FWHM_MEDIAN,FWHM_STD,CENTROID_X,CENTROID_Y,RMS_X,RMS_Y,MEAN_ELLIPTICITY
aldebaran_marzo_40ms_elev30.tif,0.11372394159181641,0.11651079134470788,0.01795038747579638,948.7960634238934,1119.5750427338648,49.49808590195006,69.14512711155774,0.1884452738501642
aldebaran_marzo_40ms_elev30.tif,0.10243355662551554,0.10251554931674475,0.020626379667123062,943.5622058169605,1116.866484969396,60.18282804638012,68.54295327640295,0.22533437885360078
aldebaran_marzo_40ms_elev30.tif,0.1105785079753407,0.1098658691264135,0.017956548740329453,946.4411459978429,1104.737815314775,55.459952114404416,70.35506993367358,0.22406703559940386
aldebaran_marzo_40ms_elev30.tif,0.11186348255918956,0.11160619941850794,0.018410208009636185,951.9826419171651,1096.2829184257328,54.31434491606154,57.182033264824284,0.18288898554321995
aldebaran_marzo_40ms_elev30.tif,0.1064295234871282,0.10638313447429171,0.0171515591975853,961.6783655421588,1099.6820352538737,56.715498814687024,63.02648350590217,0.20356123959172623
aldebaran_marzo_40ms_elev30.tif,0.11106294365269433,0.10873280718238039,0.016057227245311816,971.580952942304,1099.5704735236598,70.65220085196302,53.95194638909416,0.17721550705640854
aldebaran_marzo_40ms_elev30.tif,0.10570574155774212,0.1005691507151817,0.019923566344125575,953.3341292106883,1092.5691772826137,65.08064526724566,60.884440504507424,0.18992844531782058
aldebaran_marzo_40ms_elev30.tif,0.10629906592517493,0.10426087578782554,0.01671081820567223,947.0605669308892,1106.9436821540285,61.411286999869624,66.28517337738582,0.17576850013108644
aldebaran_marzo_40ms_elev30.tif,0.10931869441843212,0.104577363592722,0.019277303521424396,946.4073294515766,1110.8707201967727,49.73732843935043,53.505047703212746,0.19039323799550606
aldebaran_marzo_40ms_elev30.tif,0.1041494661337938,0.10425874264903011,0.01610031728122974,955.2674167253002,1116.9543557633847,58.85110946644124,54.484252460564,0.1902401446618187
aldebaran_marzo_40ms_elev30.tif,0.10527202546990466,0.10427867861328408,0.01740477938009803,946.1814274513584,1125.4205479854277,64.42482810074385,60.847131451016395,0.19729504126574146
aldebaran_marzo_40ms_elev30.tif,0.10716034410713543,0.10576959903641439,0.017714557249669027,941.9585626690107,1117.8227148136532,63.24539903028062,64.97795319823209,0.21219606159826618
aldebaran_marzo_40ms_elev30.tif,0.10938552564568575,0.10951074377044479,0.01627309132866177,953.0300626419615,1113.7315725339533,61.50467920624364,57.611680174723396,0.16154988524907266
aldebaran_marzo_40ms_elev30.tif,0.10944711505739288,0.10899549753859439,0.0168913218751738,937.5624770549747,1113.5651164988594,57.200071208843,54.510166819632886,0.19353496886384688
aldebaran_marzo_40ms_elev30.tif,0.11435941821910994,0.11688278343048747,0.01827390978084435,934.5113688866936,1115.7575723717696,53.02152462897391,50.87512102708807,0.2013257529354114
aldebaran_marzo_40ms_elev30.tif,0.11173027708399184,0.10960958368734182,0.0160355600710157,918.7477918357262,1109.04670241474,50.05627842195226,54.996052221317406,0.19115943234125474
aldebaran_marzo_40ms_elev30.tif,0.10783218993558154,0.10727139503215238,0.016562582290554243,913.248734335076,1094.9896574727127,54.12153859121903,58.55780124116961,0.19450041001341653
